add_cm,add_pass,adds_cm,adds_pass,diam_cm,frame,obj,ok,rot_err,strategy,t_err_cm,time_ms,top_k
12.478778551445844,False,0.2893472751709155,True,17.206263473805112,0000000.txt,ob_0000001,True,179.49973664897888,random,0.07401386642422907,327.8515338897705,1
12.44482593909388,False,0.3202637504506379,True,17.206263473805112,0000001.txt,ob_0000001,True,179.01897378522733,random,0.20968628030061187,248.00753593444824,1
13.094270954731464,False,5.269059423396811,False,17.206263473805112,0000002.txt,ob_0000001,True,106.90846287704521,random,7.746044389067941,258.054256439209,1
11.322428574239,False,3.1963291919610235,False,17.206263473805112,0000003.txt,ob_0000001,True,97.03462395422544,random,5.938337588082333,234.2832088470459,1
5.100140863936672,False,0.304704529228878,True,17.206263473805112,0000004.txt,ob_0000001,True,78.69391703089114,random,0.2514064089923516,229.02202606201172,1
11.20436724458662,False,3.0252899480617277,False,17.206263473805112,0000005.txt,ob_0000001,True,121.87925024454067,random,3.5157895078673027,235.8548641204834,1
15.095232413373116,False,8.50378406299503,False,17.206263473805112,0000006.txt,ob_0000001,True,87.21264032103696,random,11.553003283690309,226.90629959106445,1
10.88160573190206,False,2.175901359081509,False,17.206263473805112,0000007.txt,ob_0000001,True,110.93073340433962,random,4.3646301772017155,260.6079578399658,1
12.493521281163904,False,0.31336920930940926,True,17.206263473805112,0000008.txt,ob_0000001,True,178.56378092727286,random,0.20609387133281826,225.3425121307373,1
11.10693180990171,False,4.155758340757529,False,17.206263473805112,0000009.txt,ob_0000001,True,126.27407589404332,random,7.387938534187254,249.35460090637207,1
11.917442168527968,False,4.164098443126506,False,17.206263473805112,0000010.txt,ob_0000001,True,177.58969541745432,random,6.804103384696972,250.274658203125,1
12.477404187063744,False,0.3283363667436904,True,17.206263473805112,0000011.txt,ob_0000001,True,178.11017726838313,random,0.32132308683628924,260.59699058532715,1
13.856667189093416,False,6.745053842320198,False,17.206263473805112,0000012.txt,ob_0000001,True,115.5130463244535,random,10.246802460396534,249.33600425720215,1
11.833976949330545,False,1.9712787493797208,False,17.206263473805112,0000013.txt,ob_0000001,True,168.03483134646598,random,3.405542052103325,244.62008476257324,1
12.07968944483631,False,5.151238863600865,False,17.206263473805112,0000014.txt,ob_0000001,True,102.57465026421023,random,7.362256477267695,248.45504760742188,1
10.67909526154681,False,2.1496183916029787,False,17.206263473805112,0000015.txt,ob_0000001,True,96.30876496711231,random,4.223442665982705,268.1245803833008,1
10.036676349228488,False,1.8745022744222701,False,17.206263473805112,0000000.txt,ob_0000001,True,90.19636378442176,random,3.9748646486488015,269.519567489624,3
11.565053344658224,False,4.011121228941676,False,17.206263473805112,0000001.txt,ob_0000001,True,100.69155139954151,random,5.822722022829768,247.00236320495605,3
12.442399468849304,False,0.27768856357303495,True,17.206263473805112,0000002.txt,ob_0000001,True,178.52363500690427,random,0.15838553491749932,271.38662338256836,3
9.430956737020772,False,2.654113962148224,False,17.206263473805112,0000003.txt,ob_0000001,True,78.20988874759378,random,5.6608362548226525,270.2476978302002,3
13.10850232304161,False,3.8613004980436125,False,17.206263473805112,0000004.txt,ob_0000001,True,148.73597207853535,random,6.104909732873498,256.64401054382324,3
12.663087262494782,False,4.874812416966344,False,17.206263473805112,0000005.txt,ob_0000001,True,94.14563466529553,random,7.780229122640692,249.1307258605957,3
13.447263992295005,False,5.789751586824207,False,17.206263473805112,0000006.txt,ob_0000001,True,103.99218079882488,random,8.555940795530525,254.64129447937012,3
12.451456669703408,False,0.3305335642763785,True,17.206263473805112,0000007.txt,ob_0000001,True,179.10189075922634,random,0.3260541239487876,265.4879093170166,3
12.153983419853907,False,3.465186439006528,False,17.206263473805112,0000008.txt,ob_0000001,True,107.29329461065883,random,5.621828269991161,248.7492561340332,3
14.954932937643504,False,7.919511336822424,False,17.206263473805112,0000009.txt,ob_0000001,True,108.7788005745986,random,11.51141373304419,256.5879821777344,3
12.129876161957032,False,4.322735575926554,False,17.206263473805112,0000010.txt,ob_0000001,True,127.90738908658072,random,6.043467362903201,273.1969356536865,3
12.42256886413952,False,0.3149074111397443,True,17.206263473805112,0000011.txt,ob_0000001,True,177.75922909674708,random,0.3581308769692199,263.563871383667,3
4.674265957448572,False,0.3418432392438728,True,17.206263473805112,0000012.txt,ob_0000001,True,70.57950468016504,random,0.34290736608489014,273.0600833892822,3
11.981131519885,False,3.1981972265260694,False,17.206263473805112,0000013.txt,ob_0000001,True,110.79398619255137,random,4.796642553703627,266.9048309326172,3
11.97993068954249,False,3.202601216803111,False,17.206263473805112,0000014.txt,ob_0000001,True,166.69644430953713,random,4.241731774111256,275.04491806030273,3
8.05509131305224,False,0.27254298385658354,True,17.206263473805112,0000015.txt,ob_0000001,True,179.16555197299726,random,0.17716077115060133,257.4801445007324,3
